"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","SUN","H_24R","H_FX","H_XD","H_FXT","D_TX","D_TXT","D_TN","D_TNT"
"C0W170","2020-04-12 09:00:00","42.000","8.000","8.100","14.400","0.640","1013.100","","0.500","15.000","359.000","","14.600","","12.400",""
"C0Z150","2020-04-12 09:00:00","27.000","50.000","6.500","19.200","0.800","1012.300","","5.000","14.800","50.000","","21.000","","18.900",""
"C0S840","2020-04-12 09:00:00","22.000","49.000","4.100","22.200","0.910","1013.700","","0.000","-99.000","-99.000","-99.000","24.200","","20.100",""
"C0H9A0","2020-04-12 09:00:00","1595.000","71.000","0.500","13.300","0.980","845.300","","5.500","-99.000","-99.000","-99.000","14.600","","12.200",""
"C0Z300","2020-04-12 09:00:00","182.000","10.000","3.200","17.700","0.990","995.600","","6.500","-99.000","-99.000","-99.000","20.000","","17.600",""
"C0G730","2020-04-12 09:00:00","27.000","11.000","7.100","19.400","0.720","1013.400","","1.500","12.300","36.000","","19.500","","17.300",""
"C0V730","2020-04-12 09:00:00","33.000","359.000","3.200","21.200","0.900","1011.300","","0.000","-99.000","-99.000","-99.000","23.400","","20.000",""
"C0SA00","2020-04-12 09:00:00","466.000","99.000","1.900","18.400","0.970","961.600","","0.000","-99.000","-99.000","-99.000","19.300","","18.400",""
"C0S900","2020-04-12 09:00:00","27.000","15.000","3.500","23.500","0.800","1011.600","","0.000","8.800","357.000","","25.800","","23.300",""
"C0C480","2020-04-12 09:00:00","105.000","130.000","0.500","13.500","0.910","1006.800","","6.000","-99.000","-99.000","-99.000","17.700","","13.500",""
"C0V720","2020-04-12 09:00:00","15.000","22.000","3.200","22.400","0.710","1012.700","","0.000","9.200","5.000","","24.700","","21.100",""
"C0UA60","2020-04-12 09:00:00","566.000","359.000","3.700","13.100","0.900","949.400","","1.500","10.400","351.000","","16.900","","12.700",""
"C0C670","2020-04-12 09:00:00","250.000","27.000","1.100","12.200","0.950","990.300","","6.000","-99.000","-99.000","-99.000","16.800","","12.100",""
"C0K550","2020-04-12 09:00:00","15.000","1.000","4.300","20.000","0.720","1014.300","","2.000","9.300","6.000","","20.500","","18.400",""
"C0R350","2020-04-12 09:00:00","35.000","341.000","2.600","24.300","0.830","1009.800","","0.000","-99.000","-99.000","-99.000","24.800","","22.500",""
"C0T9F0","2020-04-12 09:00:00","251.000","65.000","1.000","15.800","0.980","986.700","","9.000","-99.000","-99.000","-99.000","19.400","","15.800",""
"C0D390","2020-04-12 09:00:00","146.000","0.000","0.000","13.600","0.950","1000.600","","8.000","-99.000","-99.000","-99.000","17.600","","13.600",""
"C0E430","2020-04-12 09:00:00","258.000","3.000","2.000","13.700","0.900","991.500","","6.000","8.500","3.000","","17.100","","13.600",""
"C0O990","2020-04-12 09:00:00","18.000","2.000","2.100","21.000","0.990","1012.500","","1.000","-99.000","-99.000","-99.000","22.000","","18.800",""
"CM0010","2020-04-12 09:00:00","68.000","40.000","0.800","14.000","0.840","1011.600","","13.000","-99.000","-99.000","-99.000","18.200","","13.900",""
"C0K500","2020-04-12 09:00:00","12.000","19.000","4.100","19.600","0.750","1013.200","","2.500","11.300","9.000","","19.800","","18.300",""
"C0X260","2020-04-12 09:00:00","39.000","354.000","3.600","20.200","0.820","1011.200","","5.000","8.800","336.000","","20.700","","18.400",""
"C0ACA0","2020-04-12 09:00:00","25.000","16.000","2.300","14.400","0.890","1015.200","","2.000","7.700","10.000","","18.700","","14.400",""
"C0X180","2020-04-12 09:00:00","62.000","9.000","1.700","20.400","0.990","1006.700","","2.000","7.800","348.000","","21.500","","18.400",""
"C0F930","2020-04-12 09:00:00","100.000","23.000","0.900","16.500","0.870","1004.400","","0.500","-99.000","-99.000","-99.000","18.400","","16.200",""
"C0I010","2020-04-12 09:00:00","1562.000","279.000","0.700","13.000","0.980","847.700","","9.500","-99.000","-99.000","-99.000","13.000","","12.200",""
"C0R190","2020-04-12 09:00:00","32.000","17.000","1.800","20.500","0.970","1010.400","","0.000","-99.000","-99.000","-99.000","23.000","","20.000",""
"C0E420","2020-04-12 09:00:00","19.000","50.000","2.300","15.000","0.870","1014.400","","0.500","-99.000","-99.000","-99.000","18.000","","14.700",""
"C0I460","2020-04-12 09:00:00","110.000","31.000","3.300","19.200","0.800","1002.700","","6.500","-99.000","-99.000","-99.000","19.900","","18.200",""
"C0A9F0","2020-04-12 09:00:00","35.000","103.000","0.700","14.600","0.880","1015.700","","11.500","-99.000","-99.000","-99.000","18.700","","14.600",""
"C0F9A0","2020-04-12 09:00:00","425.000","32.000","1.200","17.900","0.890","966.400","","6.500","-99.000","-99.000","-99.000","18.000","","16.300",""
"C0O950","2020-04-12 09:00:00","4.000","338.000","3.100","22.000","0.840","1013.800","","3.000","-99.000","-99.000","-99.000","22.200","","19.200",""
"C0M760","2020-04-12 09:00:00","40.000","2.000","2.200","20.000","0.760","1011.100","","2.000","-99.000","-99.000","-99.000","20.700","","18.400",""
"C0AH70","2020-04-12 09:00:00","34.000","71.000","0.800","14.700","0.790","1015.600","","10.500","-99.000","-99.000","-99.000","18.700","","14.700",""
"C0V250","2020-04-12 09:00:00","298.000","195.000","1.700","19.300","0.920","979.800","","0.000","-99.000","-99.000","-99.000","22.100","","18.300",""
"C0U980","2020-04-12 09:00:00","573.000","329.000","5.400","10.800","0.980","951.800","","5.000","14.200","328.000","","14.600","","10.600",""
"C0S740","2020-04-12 09:00:00","289.000","51.000","3.400","17.500","0.960","982.500","","0.000","9.400","53.000","","19.600","","17.500",""
"C0A940","2020-04-12 09:00:00","49.000","9.000","2.100","13.300","0.990","1013.900","","15.000","-99.000","-99.000","-99.000","17.500","","13.100",""
"C0A920","2020-04-12 09:00:00","196.000","11.000","1.000","12.600","0.960","995.900","","18.000","-99.000","-99.000","-99.000","17.700","","12.400",""
"C0T870","2020-04-12 09:00:00","135.000","0.000","0.000","16.700","0.990","999.400","","10.000","-99.000","-99.000","-99.000","19.000","","16.500",""
"C0O930","2020-04-12 09:00:00","69.000","15.000","1.100","21.300","0.810","1006.600","","0.500","7.600","34.000","","22.200","","18.400",""
"C0AI40","2020-04-12 09:00:00","37.000","68.000","1.300","15.900","0.740","1015.100","","2.500","-99.000","-99.000","-99.000","19.000","","15.300",""
"C0C460","2020-04-12 09:00:00","482.000","0.000","0.000","11.300","0.960","964.000","","14.000","-99.000","-99.000","-99.000","15.800","","11.300",""
"C0T9D0","2020-04-12 09:00:00","7.000","41.000","1.900","18.600","0.770","1014.500","","0.500","7.500","34.000","","20.200","","18.500",""
"C0I390","2020-04-12 09:00:00","1184.000","257.000","1.500","13.800","0.990","885.700","","12.500","-99.000","-99.000","-99.000","14.500","","13.700",""
"C0B020","2020-04-12 09:00:00","86.000","347.000","7.000","14.000","0.860","1007.100","","0.000","15.100","20.000","","18.000","","13.700",""
"CM0170","2020-04-12 09:00:00","106.000","246.000","1.300","18.500","0.990","1004.500","","4.000","-99.000","-99.000","-99.000","19.400","","17.700",""
"C0F860","2020-04-12 09:00:00","2215.000","223.000","1.700","9.200","1.000","779.700","","6.000","-99.000","-99.000","-99.000","10.300","","9.200",""
"C0U890","2020-04-12 09:00:00","116.000","72.000","3.200","16.100","0.830","1005.200","","0.500","-99.000","-99.000","-99.000","19.600","","16.100",""
"C0G800","2020-04-12 09:00:00","15.000","27.000","7.900","18.700","0.840","1014.100","","1.500","16.100","37.000","","19.400","","17.500",""
"C0F850","2020-04-12 09:00:00","379.000","16.000","1.500","15.700","0.870","971.900","","6.000","6.600","352.000","","17.300","","15.000",""
"C0AH50","2020-04-12 09:00:00","275.000","22.000","2.800","11.900","0.990","986.600","","4.000","-99.000","-99.000","-99.000","16.600","","11.900",""
"C0Z160","2020-04-12 09:00:00","124.000","5.000","1.800","17.300","0.960","1004.400","","7.500","-99.000","-99.000","-99.000","20.000","","17.300",""
"C0R540","2020-04-12 09:00:00","17.000","13.000","2.900","22.300","0.790","1012.200","","0.000","-99.000","-99.000","-99.000","23.600","","21.000",""
"C0K480","2020-04-12 09:00:00","56.000","6.000","4.700","19.500","0.820","1008.800","","2.000","-99.000","-99.000","-99.000","19.500","","18.000",""
"C0H890","2020-04-12 09:00:00","440.000","275.000","0.600","17.000","0.930","963.900","","7.000","-99.000","-99.000","-99.000","18.000","","16.600",""
"C0S770","2020-04-12 09:00:00","375.000","120.000","1.500","18.400","1.000","971.500","","0.000","-99.000","-99.000","-99.000","20.400","","18.200",""
"C0X230","2020-04-12 09:00:00","29.000","359.000","6.000","20.200","0.740","1013.200","","1.000","-99.000","-99.000","-99.000","21.000","","18.500",""
"C0B010","2020-04-12 09:00:00","38.000","33.000","1.500","13.800","0.940","1012.400","","12.500","-99.000","-99.000","-99.000","18.300","","13.800",""
"C0R490","2020-04-12 09:00:00","49.000","326.000","3.600","20.600","0.820","1008.400","","0.000","-99.000","-99.000","-99.000","23.500","","19.800",""
"C0V440","2020-04-12 09:00:00","27.000","2.000","3.800","21.500","0.800","1010.800","","0.000","9.100","294.000","","23.200","","19.900",""
"C0SA40","2020-04-12 09:00:00","200.000","321.000","1.200","18.400","0.940","992.200","","0.500","-99.000","-99.000","-99.000","20.300","","18.400",""
"C0Z280","2020-04-12 09:00:00","224.000","70.000","1.700","17.300","0.990","991.200","","9.000","-99.000","-99.000","-99.000","19.300","","17.200",""
"C0Z070","2020-04-12 09:00:00","247.000","359.000","2.300","17.000","0.990","986.300","","9.000","-99.000","-99.000","-99.000","19.200","","17.000",""
"CM0180","2020-04-12 09:00:00","313.000","95.000","0.700","18.200","0.990","979.300","","1.500","-99.000","-99.000","-99.000","21.900","","18.100",""
"C0T9N0","2020-04-12 09:00:00","261.000","25.000","2.100","17.400","0.970","985.200","","0.500","7.800","319.000","","19.700","","17.400",""
"C0R800","2020-04-12 09:00:00","131.000","85.000","2.200","23.000","0.810","998.500","","0.000","-99.000","-99.000","-99.000","23.900","","22.000",""
"C0K470","2020-04-12 09:00:00","97.000","317.000","1.300","19.000","0.940","1004.200","","4.000","-99.000","-99.000","-99.000","19.800","","17.700",""
"C0R720","2020-04-12 09:00:00","214.000","8.000","7.200","20.300","0.980","990.000","","1.000","-99.000","-99.000","-99.000","22.900","","20.300",""
"C0V650","2020-04-12 09:00:00","28.000","16.000","6.300","21.300","0.790","1013.200","","0.500","14.800","4.000","","22.900","","19.300",""
"C0R830","2020-04-12 09:00:00","383.000","42.000","3.400","19.900","0.950","970.300","","0.000","-99.000","-99.000","-99.000","21.300","","19.900",""
"C0H9C0","2020-04-12 09:00:00","3402.000","306.000","1.400","1.400","0.980","674.200","","17.500","-99.000","-99.000","-99.000","4.200","","1.400",""
"C0U780","2020-04-12 09:00:00","15.000","355.000","1.800","16.300","0.820","1016.700","","1.000","8.400","328.000","","20.200","","16.100",""
"C0U760","2020-04-12 09:00:00","22.000","340.000","1.800","15.700","0.820","1015.200","","6.000","8.300","266.000","","20.200","","15.700",""
"C0X290","2020-04-12 09:00:00","10.000","22.000","7.700","20.300","0.770","1014.100","","2.000","-99.000","-99.000","-99.000","21.900","","19.500",""
"C0E830","2020-04-12 09:00:00","37.000","43.000","4.100","16.400","0.810","1012.400","","0.000","12.800","48.000","","18.700","","16.200",""
"C0K330","2020-04-12 09:00:00","38.000","9.000","2.500","20.100","0.720","1010.900","","5.000","-99.000","-99.000","-99.000","20.100","","18.100",""
"C0M660","2020-04-12 09:00:00","40.000","17.000","5.500","19.600","0.740","1011.500","","2.500","-99.000","-99.000","-99.000","19.800","","18.200",""
"C0D580","2020-04-12 09:00:00","120.000","0.000","0.000","13.900","0.990","1004.900","","4.000","-99.000","-99.000","-99.000","17.300","","13.900",""
"C0R640","2020-04-12 09:00:00","21.000","15.000","2.900","22.000","0.780","1011.800","","0.000","8.900","13.000","","23.700","","20.600",""
"C0E810","2020-04-12 09:00:00","53.000","39.000","3.700","14.600","0.990","1012.100","","1.000","11.100","35.000","","17.700","","14.500",""
"C0G830","2020-04-12 09:00:00","27.000","4.000","5.600","19.400","0.990","1011.100","","4.000","11.000","360.000","","19.600","","17.700",""
"C0A550","2020-04-12 09:00:00","422.000","328.000","0.300","10.900","1.000","970.100","","10.000","-99.000","-99.000","-99.000","15.700","","10.900",""
"C0G750","2020-04-12 09:00:00","31.000","350.000","5.200","19.600","0.700","1013.300","","-99.000","10.900","354.000","","19.800","","17.800",""
"C0Z270","2020-04-12 09:00:00","343.000","53.000","4.600","15.000","0.990","976.500","","15.500","10.100","36.000","","18.900","","15.000",""
"C0UA30","2020-04-12 09:00:00","1397.000","52.000","0.500","8.900","1.000","861.000","","4.500","-99.000","-99.000","-99.000","12.900","","8.900",""
"C0I080","2020-04-12 09:00:00","536.000","0.000","0.000","16.000","0.970","956.800","","9.500","-99.000","-99.000","-99.000","18.300","","15.900",""
"C0UA00","2020-04-12 09:00:00","392.000","108.000","0.500","15.000","0.890","972.800","","1.000","-99.000","-99.000","-99.000","17.700","","14.500",""
"C0AD40","2020-04-12 09:00:00","32.000","20.000","1.000","14.100","0.900","1015.600","","15.000","6.600","50.000","","18.100","","13.900",""
"C0G900","2020-04-12 09:00:00","20.000","23.000","5.500","18.200","0.820","1012.800","","0.500","12.400","26.000","","20.000","","17.900",""
"C0S660","2020-04-12 09:00:00","794.000","144.000","1.200","16.300","0.960","926.700","","0.000","-99.000","-99.000","-99.000","17.400","","16.300",""
"C0M640","2020-04-12 09:00:00","155.000","341.000","1.000","19.600","0.920","997.200","","3.000","-99.000","-99.000","-99.000","20.100","","17.800",""
"C0R660","2020-04-12 09:00:00","20.000","54.000","2.900","22.200","0.800","1012.600","","0.000","-99.000","-99.000","-99.000","23.600","","20.900",""
"C0UA10","2020-04-12 09:00:00","1711.000","309.000","1.800","8.000","1.000","831.200","","2.000","-99.000","-99.000","-99.000","10.900","","8.000",""
"C0V770","2020-04-12 09:00:00","26.000","4.000","1.700","20.700","0.760","1011.500","","0.000","-99.000","-99.000","-99.000","22.200","","19.100",""
"C0E730","2020-04-12 09:00:00","26.000","58.000","1.500","15.100","0.880","1014.100","","1.000","-99.000","-99.000","-99.000","18.200","","14.900",""
"C0V810","2020-04-12 09:00:00","32.000","10.000","5.000","20.600","0.800","1009.700","","0.000","11.300","341.000","","22.300","","19.100",""
"C0A9C0","2020-04-12 09:00:00","35.000","222.000","1.000","15.000","0.880","1015.400","","4.000","-99.000","-99.000","-99.000","19.000","","14.900",""
"C0X310","2020-04-12 09:00:00","9.000","9.000","9.400","21.000","0.740","1015.100","","1.500","-99.000","-99.000","-99.000","22.200","","19.200",""
"C0K280","2020-04-12 09:00:00","23.000","9.000","5.700","20.800","0.690","1015.300","","2.000","10.900","341.000","","20.800","","18.100",""
"C0M650","2020-04-12 09:00:00","20.000","10.000","5.200","20.500","0.670","1013.600","","2.000","11.700","356.000","","20.600","","18.500",""
"C0S910","2020-04-12 09:00:00","212.000","72.000","0.600","21.600","0.990","990.800","","0.000","15.400","28.000","","23.800","","21.500",""
"C0D570","2020-04-12 09:00:00","15.000","0.000","0.000","14.500","1.000","1017.200","","1.500","-99.000","-99.000","-99.000","18.100","","14.500",""
"C0M710","2020-04-12 09:00:00","15.000","17.000","3.600","19.900","0.740","1014.200","","2.000","12.900","4.000","","20.900","","18.800",""
"C0V490","2020-04-12 09:00:00","20.000","10.000","3.300","21.300","0.990","1012.200","","0.000","10.600","5.000","","23.100","","19.800",""
"C0E870","2020-04-12 09:00:00","34.000","51.000","3.600","15.300","0.990","1016.000","","0.500","9.700","24.000","","18.300","","15.300",""
"C0M800","2020-04-12 09:00:00","440.000","229.000","0.800","18.100","0.870","964.800","","2.500","-99.000","-99.000","-99.000","20.000","","18.000",""
"C0A570","2020-04-12 09:00:00","360.000","210.000","1.400","11.900","0.960","977.200","","14.500","7.700","227.000","","16.100","","11.600",""
"C0S790","2020-04-12 09:00:00","236.000","6.000","1.300","18.800","0.980","989.200","","0.000","-99.000","-99.000","-99.000","20.700","","18.800",""
"C0D590","2020-04-12 09:00:00","143.000","55.000","1.500","13.600","0.980","1003.200","","2.000","-99.000","-99.000","-99.000","17.400","","13.500",""
"C0U990","2020-04-12 09:00:00","31.000","29.000","2.200","16.200","0.730","1015.200","","1.000","-99.000","-99.000","-99.000","21.000","","16.000",""
"C0M700","2020-04-12 09:00:00","150.000","326.000","0.700","20.300","0.850","998.600","","1.500","-99.000","-99.000","-99.000","20.700","","18.000",""
"C0A970","2020-04-12 09:00:00","96.000","350.000","14.200","14.600","0.990","1006.200","","1.000","20.700","341.000","","17.600","","13.000",""
"CM0110","2020-04-12 09:00:00","7.000","45.000","6.500","18.400","0.690","1015.700","","-99.000","12.700","47.000","","19.500","","17.700",""
"C0S940","2020-04-12 09:00:00","150.000","17.000","3.100","17.600","1.000","997.500","","2.500","8.700","24.000","","21.000","","17.500",""
"C0X250","2020-04-12 09:00:00","33.000","12.000","4.100","20.500","0.760","1011.500","","0.500","-99.000","-99.000","-99.000","21.200","","18.800",""
"C0K520","2020-04-12 09:00:00","10.000","11.000","4.400","19.900","0.730","1013.700","","2.500","11.400","30.000","","20.100","","18.500",""
"C0Z200","2020-04-12 09:00:00","153.000","59.000","2.400","17.200","0.990","998.900","","4.500","-99.000","-99.000","-99.000","19.600","","17.000",""
"C0V740","2020-04-12 09:00:00","60.000","345.000","2.600","20.200","0.870","1008.700","","0.500","-99.000","-99.000","-99.000","21.900","","18.900",""
"C0V790","2020-04-12 09:00:00","410.000","243.000","2.600","18.800","0.980","966.500","","0.500","-99.000","-99.000","-99.000","21.900","","18.800",""
"C0G860","2020-04-12 09:00:00","45.000","352.000","3.200","20.700","0.700","1009.400","","4.000","-99.000","-99.000","-99.000","20.700","","18.700",""
"C0Z250","2020-04-12 09:00:00","1124.000","0.000","0.100","13.300","0.990","890.000","","12.000","-99.000","-99.000","-99.000","15.200","","13.100",""
"C0K440","2020-04-12 09:00:00","35.000","351.000","7.700","19.300","0.740","1011.900","","1.500","-99.000","-99.000","-99.000","19.300","","17.800",""
"C0T900","2020-04-12 09:00:00","160.000","132.000","1.200","17.100","0.930","995.500","","3.500","-99.000","-99.000","-99.000","19.300","","16.900",""
"C0F9V0","2020-04-12 09:00:00","525.000","13.000","2.800","15.200","0.930","956.300","","5.000","-99.000","-99.000","-99.000","16.500","","14.400",""
"C0UA20","2020-04-12 09:00:00","2619.000","203.000","5.300","6.300","0.940","-99.000","","1.500","-99.000","-99.000","-99.000","7.100","","5.900",""
"C0M850","2020-04-12 09:00:00","695.000","0.000","0.000","16.000","0.990","935.300","","1.000","-99.000","-99.000","-99.000","19.000","","16.000",""
"C0C620","2020-04-12 09:00:00","19.000","14.000","3.100","16.100","0.930","1015.800","","4.000","-99.000","-99.000","-99.000","20.700","","16.100",""
"C0I360","2020-04-12 09:00:00","300.000","288.000","2.900","17.000","0.950","979.600","","7.500","-99.000","-99.000","-99.000","18.900","","16.400",""
"C0M810","2020-04-12 09:00:00","1354.000","353.000","0.700","15.500","0.990","865.800","","5.000","-99.000","-99.000","-99.000","16.700","","14.100",""
"C0AC80","2020-04-12 09:00:00","40.000","0.000","0.000","13.900","0.930","1014.100","","9.500","-99.000","-99.000","-99.000","18.200","","13.700",""
"CM0140","2020-04-12 09:00:00","26.000","46.000","1.900","19.200","0.860","1012.800","","8.500","-99.000","-99.000","-99.000","23.000","","19.200",""
"C0SA20","2020-04-12 09:00:00","857.000","6.000","3.000","15.300","1.000","918.500","","1.000","9.200","1.000","","17.700","","15.300",""
"C0K490","2020-04-12 09:00:00","91.000","336.000","1.600","19.100","0.830","1004.800","","17.500","-99.000","-99.000","-99.000","20.100","","17.800",""
"C0V820","2020-04-12 09:00:00","441.000","215.000","1.000","18.100","0.990","966.400","","0.000","-99.000","-99.000","-99.000","22.100","","17.900",""
"C0S810","2020-04-12 09:00:00","65.000","27.000","2.300","19.900","0.890","1009.600","","2.500","8.700","33.000","","21.700","","19.600",""
"C0R580","2020-04-12 09:00:00","10.000","348.000","4.200","21.200","0.830","1013.200","","0.000","-99.000","-99.000","-99.000","23.000","","19.900",""
"C0Z330","2020-04-12 09:00:00","488.000","340.000","1.400","16.500","0.990","961.300","","4.500","-99.000","-99.000","-99.000","18.000","","16.500",""
"C0E590","2020-04-12 09:00:00","40.000","35.000","3.100","16.200","0.860","1011.700","","0.500","9.500","24.000","","18.000","","15.500",""
"C0D540","2020-04-12 09:00:00","227.000","60.000","0.600","13.200","0.970","993.700","","0.000","-99.000","-99.000","-99.000","16.400","","13.000",""
"C0K420","2020-04-12 09:00:00","42.000","17.000","3.500","20.000","0.700","1010.700","","2.000","9.400","23.000","","20.000","","17.700",""
"C0Z180","2020-04-12 09:00:00","34.000","14.000","1.100","18.400","0.860","1011.000","","5.500","-99.000","-99.000","-99.000","20.900","","18.300",""
"C0AD10","2020-04-12 09:00:00","27.000","31.000","2.400","14.600","0.890","1015.700","","2.000","8.100","13.000","","18.900","","14.400",""
"C0M720","2020-04-12 09:00:00","225.000","0.000","0.200","19.400","0.850","989.200","","5.500","-99.000","-99.000","-99.000","19.500","","17.100",""
"C0R280","2020-04-12 09:00:00","242.000","59.000","1.700","21.900","0.920","986.600","","0.000","7.400","41.000","","22.200","","20.800",""
"C0E610","2020-04-12 09:00:00","850.000","19.000","0.300","11.300","0.960","920.600","","2.500","-99.000","-99.000","-99.000","14.200","","11.100",""
"C0V610","2020-04-12 09:00:00","22.000","355.000","4.500","21.200","0.800","1011.900","","0.000","11.500","132.000","","23.100","","19.200",""
"C0Z310","2020-04-12 09:00:00","59.000","278.000","1.500","18.400","0.890","1008.000","","1.500","-99.000","-99.000","-99.000","20.600","","18.400",""
"C0S700","2020-04-12 09:00:00","507.000","101.000","1.000","17.200","0.950","958.400","","0.000","-99.000","-99.000","-99.000","18.200","","17.000",""
"C0T9G0","2020-04-12 09:00:00","605.000","45.000","1.600","14.600","1.000","948.300","","7.000","-99.000","-99.000","-99.000","17.300","","14.500",""
"C0U520","2020-04-12 09:00:00","517.000","239.000","0.800","12.400","0.990","960.400","","0.500","-99.000","-99.000","-99.000","15.500","","12.300",""
"C0E750","2020-04-12 09:00:00","62.000","50.000","2.500","15.400","0.850","1010.300","","3.000","10.300","55.000","","18.300","","15.400",""
"C0R810","2020-04-12 09:00:00","25.000","313.000","3.500","21.800","0.820","1011.700","","0.000","-99.000","-99.000","-99.000","24.000","","21.100",""
"C0G660","2020-04-12 09:00:00","27.000","360.000","3.500","20.000","0.730","1013.900","","4.500","10.200","355.000","","20.200","","18.300",""
"C0W140","2020-04-12 09:00:00","21.000","353.000","4.600","19.700","0.500","1016.600","","0.000","10.900","342.000","","19.700","","15.800",""
"C0U720","2020-04-12 09:00:00","1260.000","9.000","3.100","9.700","1.000","887.400","","8.500","-99.000","-99.000","-99.000","14.000","","9.700",""
"C0R690","2020-04-12 09:00:00","248.000","359.000","0.800","21.900","0.930","985.000","","0.000","-99.000","-99.000","-99.000","22.800","","20.600",""
"C0X150","2020-04-12 09:00:00","18.000","30.000","5.200","21.300","0.810","1014.500","","1.000","-99.000","-99.000","-99.000","22.000","","19.300",""
"C0Z050","2020-04-12 09:00:00","830.000","158.000","0.600","14.600","0.980","923.300","","1.000","-99.000","-99.000","-99.000","16.400","","14.500",""
"C0I490","2020-04-12 09:00:00","1601.000","265.000","2.700","12.700","0.990","841.200","","13.000","-99.000","-99.000","-99.000","13.000","","11.800",""
"C0I090","2020-04-12 09:00:00","910.000","235.000","1.500","13.900","1.000","913.600","","9.500","-99.000","-99.000","-99.000","16.500","","13.800",""
"C0X240","2020-04-12 09:00:00","394.000","53.000","1.000","18.600","0.830","970.800","","6.000","-99.000","-99.000","-99.000","19.700","","16.200",""
"C0S990","2020-04-12 09:00:00","409.000","39.000","3.900","19.000","0.980","968.600","","0.000","-99.000","-99.000","-99.000","22.200","","19.000",""
"C0E850","2020-04-12 09:00:00","104.000","39.000","1.600","14.400","0.880","1005.800","","3.500","6.900","11.000","","17.600","","14.400",""
"C0T9B0","2020-04-12 09:00:00","558.000","172.000","0.800","14.300","1.000","952.100","","11.500","-99.000","-99.000","-99.000","17.800","","14.200",""
"C0G650","2020-04-12 09:00:00","34.000","356.000","2.400","21.100","0.710","1011.500","","5.500","-99.000","-99.000","-99.000","21.100","","18.700",""
"C0K580","2020-04-12 09:00:00","26.000","5.000","3.500","20.500","0.870","1014.200","","2.500","9.600","345.000","","20.500","","18.200",""
"C0X050","2020-04-12 09:00:00","25.000","354.000","5.100","21.000","0.920","1011.100","","3.000","-99.000","-99.000","-99.000","21.200","","18.400",""
"CM0100","2020-04-12 09:00:00","25.000","115.000","2.500","15.100","0.810","1016.100","","1.500","7.900","127.000","","18.900","","15.100",""
"C0AC70","2020-04-12 09:00:00","71.000","0.000","0.200","14.200","0.900","1010.700","","10.500","-99.000","-99.000","-99.000","18.300","","14.000",""
"CM0130","2020-04-12 09:00:00","11.000","354.000","7.700","20.700","0.700","1014.700","","2.500","-99.000","-99.000","-99.000","22.600","","19.800",""
"C0W110","2020-04-12 09:00:00","16.000","35.000","5.300","15.400","0.720","1017.800","","0.000","-99.000","-99.000","-99.000","16.500","","13.400",""
"C0R670","2020-04-12 09:00:00","26.000","324.000","2.500","22.300","0.840","1011.900","","0.000","-99.000","-99.000","-99.000","24.200","","22.100",""
"C0X120","2020-04-12 09:00:00","28.000","2.000","4.500","21.000","0.800","1013.000","","0.500","-99.000","-99.000","-99.000","21.800","","19.100",""
"C0R100","2020-04-12 09:00:00","1006.000","173.000","0.600","16.900","0.990","903.200","","2.000","-99.000","-99.000","-99.000","17.100","","15.700",""
"C0R740","2020-04-12 09:00:00","58.000","255.000","0.900","22.600","0.820","1007.500","","0.000","-99.000","-99.000","-99.000","23.700","","21.800",""
"C0C700","2020-04-12 09:00:00","151.000","78.000","1.000","13.000","0.950","1001.800","","7.000","-99.000","-99.000","-99.000","17.700","","13.000",""
"C0W130","2020-04-12 09:00:00","18.000","22.000","5.900","20.800","0.750","1012.900","","0.500","13.500","22.000","","20.900","","19.700",""
"C0F9R0","2020-04-12 09:00:00","20.000","47.000","6.400","17.500","1.000","1014.700","","1.500","13.400","31.000","","19.100","","17.200",""
"C0V660","2020-04-12 09:00:00","25.000","2.000","4.200","21.200","0.790","1012.000","","0.500","12.300","5.000","","22.500","","19.200",""
"C0G780","2020-04-12 09:00:00","27.000","23.000","3.000","19.800","0.700","1012.500","","1.500","10.000","354.000","","19.800","","17.800",""
"C0C590","2020-04-12 09:00:00","72.000","30.000","2.200","14.000","0.910","1010.000","","3.500","-99.000","-99.000","-99.000","17.700","","13.800",""
"C0M790","2020-04-12 09:00:00","15.000","14.000","5.100","20.300","0.680","1012.600","","3.000","-99.000","-99.000","-99.000","20.300","","18.300",""
"C0R130","2020-04-12 09:00:00","1040.000","264.000","1.600","16.900","0.990","897.100","","0.500","-99.000","-99.000","-99.000","17.700","","16.200",""
"C0AH30","2020-04-12 09:00:00","755.000","317.000","4.600","9.900","1.000","931.100","","25.500","11.000","350.000","","15.300","","9.900",""
"C0X170","2020-04-12 09:00:00","50.000","32.000","2.100","21.200","0.830","1008.600","","1.500","-99.000","-99.000","-99.000","22.200","","19.100",""
"C0K291","2020-04-12 09:00:00","8.000","4.000","7.200","19.800","0.760","1015.000","","2.000","12.900","3.000","","20.500","","18.700",""
"C0D480","2020-04-12 09:00:00","223.000","0.000","0.000","13.000","0.990","992.200","","5.500","-99.000","-99.000","-99.000","16.700","","13.000",""
"C0F0C0","2020-04-12 09:00:00","983.000","-99.000","-99.000","-99.000","-99.000","-99.000","","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0U860","2020-04-12 09:00:00","5.000","43.000","3.300","16.600","0.780","1017.700","","0.500","10.300","37.000","","19.200","","16.300",""
