"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","SUN","H_24R","H_FX","H_XD","H_FXT","D_TX","D_TXT","D_TN","D_TNT"
"C0AH50","2020-04-12 06:00:00","275.000","26.000","2.700","12.700","0.990","984.200","","3.000","-99.000","-99.000","-99.000","16.600","","12.700",""
"C0Z160","2020-04-12 06:00:00","124.000","11.000","3.000","18.000","0.950","1002.500","","5.000","-99.000","-99.000","-99.000","20.000","","18.000",""
"C0R540","2020-04-12 06:00:00","17.000","358.000","3.100","21.400","0.900","1009.700","","0.000","-99.000","-99.000","-99.000","23.600","","21.400",""
"C0K480","2020-04-12 06:00:00","56.000","8.000","1.900","18.000","0.990","1007.000","","2.000","-99.000","-99.000","-99.000","19.200","","18.000",""
"C0H890","2020-04-12 06:00:00","440.000","265.000","0.300","16.800","0.950","962.200","","7.000","-99.000","-99.000","-99.000","18.000","","16.800",""
"C0S770","2020-04-12 06:00:00","375.000","339.000","0.500","20.200","0.900","969.500","","0.000","-99.000","-99.000","-99.000","20.200","","18.200",""
"C0X230","2020-04-12 06:00:00","29.000","359.000","3.300","18.500","0.910","1011.200","","1.000","-99.000","-99.000","-99.000","21.000","","18.500",""
"C0B010","2020-04-12 06:00:00","38.000","43.000","5.200","14.500","1.000","1010.000","","11.000","-99.000","-99.000","-99.000","18.300","","14.500",""
"C0R490","2020-04-12 06:00:00","49.000","318.000","2.300","20.000","0.910","1006.100","","0.000","-99.000","-99.000","-99.000","23.500","","20.000",""
"C0V440","2020-04-12 06:00:00","27.000","318.000","3.200","19.900","0.870","1008.900","","0.000","-99.000","-99.000","-99.000","23.200","","19.900",""
"C0SA40","2020-04-12 06:00:00","200.000","310.000","0.300","19.700","0.960","989.900","","0.500","-99.000","-99.000","-99.000","20.300","","19.600",""
"C0Z280","2020-04-12 06:00:00","224.000","89.000","1.800","17.900","0.990","989.100","","7.000","-99.000","-99.000","-99.000","19.300","","17.900",""
"C0Z070","2020-04-12 06:00:00","247.000","40.000","1.200","17.700","0.990","984.500","","7.000","-99.000","-99.000","-99.000","19.200","","17.700",""
"CM0180","2020-04-12 06:00:00","313.000","0.000","0.000","19.600","0.990","977.200","","1.000","-99.000","-99.000","-99.000","21.900","","19.500",""
"C0T9N0","2020-04-12 06:00:00","261.000","82.000","1.500","19.200","0.990","982.800","","0.000","-99.000","-99.000","-99.000","19.700","","19.100",""
"C0R800","2020-04-12 06:00:00","131.000","61.000","0.400","22.200","0.800","996.500","","0.000","-99.000","-99.000","-99.000","23.900","","22.200",""
"C0K470","2020-04-12 06:00:00","97.000","0.000","0.000","17.700","0.990","1002.200","","4.000","-99.000","-99.000","-99.000","19.800","","17.700",""
"C0R720","2020-04-12 06:00:00","214.000","344.000","4.800","21.800","0.890","987.700","","0.000","-99.000","-99.000","-99.000","22.900","","21.600",""
"C0V650","2020-04-12 06:00:00","28.000","12.000","6.300","19.800","0.850","1011.300","","0.500","-99.000","-99.000","-99.000","22.900","","19.300",""
"C0R830","2020-04-12 06:00:00","383.000","41.000","1.400","19.900","0.870","968.100","","0.000","-99.000","-99.000","-99.000","21.300","","19.900",""
"C0H9C0","2020-04-12 06:00:00","3402.000","310.000","1.200","3.000","0.980","673.700","","17.000","-99.000","-99.000","-99.000","4.200","","3.000",""
"C0U780","2020-04-12 06:00:00","15.000","360.000","1.300","16.900","0.980","1014.100","","1.000","-99.000","-99.000","-99.000","20.200","","16.900",""
"C0U760","2020-04-12 06:00:00","22.000","316.000","1.600","17.100","0.850","1012.500","","6.000","8.900","264.000","","20.200","","17.000",""
"C0X290","2020-04-12 06:00:00","10.000","24.000","5.600","19.800","0.880","1011.900","","2.000","-99.000","-99.000","-99.000","21.900","","19.500",""
"C0E830","2020-04-12 06:00:00","37.000","42.000","2.900","16.500","0.880","1010.100","","0.000","10.100","54.000","","18.700","","16.500",""
"C0K330","2020-04-12 06:00:00","38.000","347.000","1.100","18.100","0.990","1009.000","","5.000","-99.000","-99.000","-99.000","19.400","","18.100",""
"C0M660","2020-04-12 06:00:00","40.000","9.000","2.200","18.200","0.970","1009.300","","2.500","-99.000","-99.000","-99.000","19.800","","18.200",""
"C0D580","2020-04-12 06:00:00","120.000","0.000","0.000","14.700","0.990","1002.200","","3.000","-99.000","-99.000","-99.000","17.300","","14.700",""
"C0R640","2020-04-12 06:00:00","21.000","346.000","3.600","20.800","0.910","1009.700","","0.000","-99.000","-99.000","-99.000","23.700","","20.800",""
"C0E810","2020-04-12 06:00:00","53.000","25.000","2.900","14.800","0.990","1009.500","","1.000","-99.000","-99.000","-99.000","17.700","","14.800",""
"C0G830","2020-04-12 06:00:00","27.000","354.000","2.700","18.500","0.990","1008.900","","4.000","-99.000","-99.000","-99.000","19.600","","18.200",""
"C0A550","2020-04-12 06:00:00","422.000","0.000","0.200","12.100","1.000","967.900","","8.000","-99.000","-99.000","-99.000","15.700","","12.100",""
"C0G750","2020-04-12 06:00:00","31.000","345.000","2.100","18.700","0.900","1011.100","","-99.000","-99.000","-99.000","-99.000","19.400","","18.300",""
"C0Z270","2020-04-12 06:00:00","343.000","60.000","4.900","15.900","0.990","974.600","","11.500","11.800","26.000","","18.900","","15.900",""
"C0UA30","2020-04-12 06:00:00","1397.000","0.000","0.200","9.900","1.000","859.300","","3.000","-99.000","-99.000","-99.000","12.900","","9.900",""
"C0I080","2020-04-12 06:00:00","536.000","0.000","0.000","16.100","0.980","955.000","","9.500","-99.000","-99.000","-99.000","18.300","","16.000",""
"C0UA00","2020-04-12 06:00:00","392.000","131.000","0.900","14.800","0.950","970.500","","1.000","-99.000","-99.000","-99.000","17.700","","14.800",""
"C0AD40","2020-04-12 06:00:00","32.000","356.000","0.800","14.600","0.950","1012.900","","11.000","-99.000","-99.000","-99.000","18.100","","14.600",""
"C0G900","2020-04-12 06:00:00","20.000","32.000","2.600","18.200","0.880","1010.800","","0.500","10.700","23.000","","20.000","","18.200",""
"C0S660","2020-04-12 06:00:00","794.000","177.000","0.700","17.000","0.990","925.400","","0.000","-99.000","-99.000","-99.000","17.400","","16.900",""
"C0M640","2020-04-12 06:00:00","155.000","3.000","0.400","18.100","0.990","995.200","","3.000","-99.000","-99.000","-99.000","20.100","","17.800",""
"C0R660","2020-04-12 06:00:00","20.000","44.000","3.100","21.200","0.890","1010.200","","0.000","-99.000","-99.000","-99.000","23.600","","21.200",""
"C0UA10","2020-04-12 06:00:00","1711.000","0.000","0.000","9.500","1.000","830.000","","1.500","-99.000","-99.000","-99.000","10.900","","9.400",""
"C0V770","2020-04-12 06:00:00","26.000","351.000","1.500","19.300","0.850","1009.600","","0.000","-99.000","-99.000","-99.000","22.200","","19.100",""
"C0A9C0","2020-04-12 06:00:00","35.000","221.000","1.300","15.700","0.920","1012.600","","4.000","-99.000","-99.000","-99.000","19.000","","15.600",""
"C0X310","2020-04-12 06:00:00","9.000","8.000","6.700","19.900","0.850","1012.900","","1.500","-99.000","-99.000","-99.000","22.200","","19.200",""
"C0K280","2020-04-12 06:00:00","23.000","6.000","2.700","18.300","0.990","1013.100","","2.000","-99.000","-99.000","-99.000","20.100","","18.100",""
"C0M650","2020-04-12 06:00:00","20.000","7.000","2.700","18.600","0.910","1011.200","","2.000","-99.000","-99.000","-99.000","20.600","","18.500",""
"C0S910","2020-04-12 06:00:00","212.000","40.000","1.300","23.100","0.990","988.600","","0.000","-99.000","-99.000","-99.000","23.800","","22.400",""
"C0D570","2020-04-12 06:00:00","15.000","23.000","0.300","15.000","1.000","1014.600","","1.000","-99.000","-99.000","-99.000","18.100","","15.000",""
"C0M710","2020-04-12 06:00:00","15.000","10.000","3.100","18.800","0.900","1011.800","","2.000","-99.000","-99.000","-99.000","20.900","","18.800",""
"C0V490","2020-04-12 06:00:00","20.000","353.000","2.900","20.200","0.990","1010.500","","0.000","8.600","344.000","","23.100","","19.800",""
"C0E870","2020-04-12 06:00:00","34.000","43.000","3.200","15.900","0.990","1013.500","","0.500","-99.000","-99.000","-99.000","18.300","","15.800",""
"C0M800","2020-04-12 06:00:00","440.000","0.000","0.000","18.500","0.960","962.800","","2.500","-99.000","-99.000","-99.000","20.000","","18.300",""
"C0A570","2020-04-12 06:00:00","360.000","224.000","1.500","12.800","0.980","975.000","","10.500","-99.000","-99.000","-99.000","16.100","","12.800",""
"C0S790","2020-04-12 06:00:00","236.000","206.000","1.000","20.500","0.910","987.100","","0.000","-99.000","-99.000","-99.000","20.700","","19.500",""
"C0D590","2020-04-12 06:00:00","143.000","53.000","2.400","14.100","0.980","1000.500","","2.000","-99.000","-99.000","-99.000","17.400","","14.100",""
"C0U990","2020-04-12 06:00:00","31.000","25.000","2.300","17.500","0.740","1012.500","","1.000","-99.000","-99.000","-99.000","21.000","","17.500",""
"C0M700","2020-04-12 06:00:00","150.000","359.000","2.000","18.000","0.930","996.400","","1.500","-99.000","-99.000","-99.000","20.700","","18.000",""
"C0A970","2020-04-12 06:00:00","96.000","347.000","13.100","13.400","0.990","1004.700","","1.000","-99.000","-99.000","-99.000","17.600","","13.400",""
"CM0110","2020-04-12 06:00:00","7.000","49.000","4.400","18.100","0.790","1013.500","","-99.000","-99.000","-99.000","-99.000","19.500","","18.100",""
"C0S940","2020-04-12 06:00:00","150.000","17.000","3.600","18.700","1.000","995.600","","2.000","10.700","12.000","","21.000","","18.700",""
"C0X250","2020-04-12 06:00:00","33.000","14.000","2.800","18.900","0.880","1009.300","","0.500","-99.000","-99.000","-99.000","21.200","","18.900",""
"C0K520","2020-04-12 06:00:00","10.000","22.000","2.100","18.600","0.910","1011.400","","2.500","-99.000","-99.000","-99.000","20.100","","18.500",""
"C0Z200","2020-04-12 06:00:00","153.000","48.000","3.700","17.800","0.990","996.800","","3.500","-99.000","-99.000","-99.000","19.600","","17.800",""
"C0V740","2020-04-12 06:00:00","60.000","320.000","2.800","18.900","0.970","1006.600","","0.500","-99.000","-99.000","-99.000","21.900","","18.900",""
"C0V790","2020-04-12 06:00:00","410.000","350.000","0.600","19.700","0.970","964.600","","0.500","-99.000","-99.000","-99.000","21.900","","19.600",""
"C0G860","2020-04-12 06:00:00","45.000","353.000","1.300","18.800","1.000","1007.200","","4.000","-99.000","-99.000","-99.000","20.200","","18.800",""
"C0F0A0","2020-04-12 06:00:00","3587.000","-99.000","-99.000","-99.000","-99.000","-99.000","","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0Z250","2020-04-12 06:00:00","1124.000","134.000","0.600","14.200","0.990","888.700","","4.500","-99.000","-99.000","-99.000","15.200","","14.200",""
"C0K440","2020-04-12 06:00:00","35.000","337.000","2.600","18.300","0.990","1009.800","","1.500","-99.000","-99.000","-99.000","19.200","","18.000",""
"C0T900","2020-04-12 06:00:00","160.000","102.000","1.800","17.400","0.890","993.700","","2.000","-99.000","-99.000","-99.000","19.300","","17.400",""
"C0UA20","2020-04-12 06:00:00","2619.000","203.000","5.600","6.000","0.990","-99.000","","1.500","-99.000","-99.000","-99.000","7.100","","5.900",""
"C0M850","2020-04-12 06:00:00","695.000","0.000","0.000","17.200","0.990","933.400","","1.000","-99.000","-99.000","-99.000","19.000","","17.000",""
"C0C620","2020-04-12 06:00:00","19.000","63.000","1.500","16.700","0.980","1013.100","","3.500","-99.000","-99.000","-99.000","20.700","","16.500",""
"C0I360","2020-04-12 06:00:00","300.000","277.000","0.700","17.100","0.970","978.000","","7.500","-99.000","-99.000","-99.000","18.900","","17.000",""
"C0M810","2020-04-12 06:00:00","1354.000","235.000","0.500","14.700","0.920","864.700","","5.000","-99.000","-99.000","-99.000","14.900","","14.100",""
"C0AC80","2020-04-12 06:00:00","40.000","82.000","2.400","14.600","0.940","1011.700","","8.500","-99.000","-99.000","-99.000","18.200","","14.600",""
"CM0140","2020-04-12 06:00:00","26.000","46.000","2.600","20.800","0.870","1010.500","","4.500","8.800","20.000","","23.000","","20.800",""
"C0SA20","2020-04-12 06:00:00","857.000","9.000","2.200","16.900","1.000","917.000","","0.000","7.400","16.000","","17.700","","16.700",""
"C0K490","2020-04-12 06:00:00","91.000","39.000","0.600","18.000","0.940","1002.800","","17.500","-99.000","-99.000","-99.000","20.100","","17.800",""
"C0V820","2020-04-12 06:00:00","441.000","160.000","0.600","18.800","0.990","964.300","","0.000","-99.000","-99.000","-99.000","22.100","","18.600",""
"C0S810","2020-04-12 06:00:00","65.000","22.000","2.100","20.500","0.980","1007.400","","2.500","7.700","42.000","","21.700","","20.500",""
"C0R580","2020-04-12 06:00:00","10.000","333.000","3.600","20.300","0.920","1010.900","","0.000","-99.000","-99.000","-99.000","23.000","","20.300",""
"C0Z330","2020-04-12 06:00:00","488.000","345.000","0.900","17.900","0.990","959.400","","1.000","-99.000","-99.000","-99.000","18.000","","17.800",""
"C0E590","2020-04-12 06:00:00","40.000","58.000","1.800","15.700","0.990","1009.100","","0.500","-99.000","-99.000","-99.000","18.000","","15.700",""
"C0D540","2020-04-12 06:00:00","227.000","56.000","1.700","13.600","0.970","990.900","","0.000","-99.000","-99.000","-99.000","16.400","","13.600",""
"C0K420","2020-04-12 06:00:00","42.000","9.000","1.400","18.000","0.950","1008.700","","2.000","-99.000","-99.000","-99.000","19.200","","17.900",""
"C0Z180","2020-04-12 06:00:00","34.000","51.000","4.800","19.700","0.820","1008.700","","5.500","12.500","47.000","","20.900","","19.300",""
"C0AD10","2020-04-12 06:00:00","27.000","32.000","2.800","14.800","1.000","1013.100","","1.500","-99.000","-99.000","-99.000","18.900","","14.700",""
"C0M720","2020-04-12 06:00:00","225.000","329.000","1.000","17.200","0.930","987.000","","5.500","-99.000","-99.000","-99.000","19.500","","17.100",""
"C0R280","2020-04-12 06:00:00","242.000","75.000","0.900","20.800","0.900","984.200","","0.000","-99.000","-99.000","-99.000","22.200","","20.800",""
"C0E610","2020-04-12 06:00:00","850.000","325.000","1.000","12.300","0.960","919.100","","2.500","-99.000","-99.000","-99.000","14.200","","12.300",""
"C0V610","2020-04-12 06:00:00","22.000","350.000","4.400","19.700","0.860","1009.900","","0.000","-99.000","-99.000","-99.000","23.100","","19.200",""
"C0Z310","2020-04-12 06:00:00","59.000","319.000","1.100","18.400","0.990","1005.800","","1.500","-99.000","-99.000","-99.000","20.600","","18.400",""
"C0S700","2020-04-12 06:00:00","507.000","65.000","0.600","18.000","0.990","956.200","","0.000","-99.000","-99.000","-99.000","18.200","","17.600",""
"C0T9G0","2020-04-12 06:00:00","605.000","45.000","3.000","15.100","1.000","946.500","","5.000","8.100","50.000","","17.300","","15.100",""
"C0U520","2020-04-12 06:00:00","517.000","265.000","0.600","13.300","0.990","958.300","","0.500","-99.000","-99.000","-99.000","15.500","","13.300",""
"C0E750","2020-04-12 06:00:00","62.000","34.000","2.400","16.100","0.890","1007.600","","3.000","9.300","37.000","","18.300","","16.100",""
"C0R810","2020-04-12 06:00:00","25.000","317.000","5.000","21.300","0.870","1009.300","","0.000","-99.000","-99.000","-99.000","24.000","","21.300",""
"C0G660","2020-04-12 06:00:00","27.000","355.000","2.900","19.100","0.950","1011.700","","4.500","-99.000","-99.000","-99.000","20.200","","18.900",""
"C0W140","2020-04-12 06:00:00","21.000","332.000","3.800","17.300","0.680","1014.400","","0.000","-99.000","-99.000","-99.000","17.300","","15.800",""
"C0U720","2020-04-12 06:00:00","1260.000","7.000","2.000","11.400","1.000","885.800","","5.000","-99.000","-99.000","-99.000","14.000","","11.400",""
"C0R690","2020-04-12 06:00:00","248.000","338.000","1.000","20.900","0.870","982.100","","0.000","6.600","346.000","","21.700","","20.600",""
"C0X150","2020-04-12 06:00:00","18.000","21.000","3.500","19.400","0.920","1012.600","","1.000","-99.000","-99.000","-99.000","22.000","","19.300",""
"C0Z050","2020-04-12 06:00:00","830.000","0.000","0.000","16.300","0.980","921.600","","1.000","-99.000","-99.000","-99.000","16.400","","16.200",""
"C0I490","2020-04-12 06:00:00","1601.000","260.000","1.800","11.900","0.990","840.500","","13.000","-99.000","-99.000","-99.000","12.800","","11.800",""
"C0I090","2020-04-12 06:00:00","910.000","242.000","0.500","14.000","1.000","911.700","","9.000","-99.000","-99.000","-99.000","16.500","","14.000",""
"C0X240","2020-04-12 06:00:00","394.000","44.000","0.800","16.200","0.940","968.900","","6.000","-99.000","-99.000","-99.000","19.700","","16.200",""
"C0S990","2020-04-12 06:00:00","409.000","87.000","0.600","20.400","0.910","966.300","","0.000","-99.000","-99.000","-99.000","22.200","","20.000",""
"C0E850","2020-04-12 06:00:00","104.000","52.000","1.300","14.900","0.930","1003.200","","3.500","-99.000","-99.000","-99.000","17.600","","14.900",""
"C0T9B0","2020-04-12 06:00:00","558.000","204.000","0.500","15.400","1.000","950.400","","4.000","-99.000","-99.000","-99.000","17.800","","15.300",""
"C0G650","2020-04-12 06:00:00","34.000","352.000","1.000","18.900","0.990","1009.400","","5.500","-99.000","-99.000","-99.000","20.200","","18.800",""
"C0K580","2020-04-12 06:00:00","26.000","358.000","1.200","18.400","0.990","1012.100","","2.500","-99.000","-99.000","-99.000","19.800","","18.300",""
"C0X050","2020-04-12 06:00:00","25.000","9.000","3.100","18.400","0.990","1009.200","","3.000","-99.000","-99.000","-99.000","21.200","","18.400",""
"CM0100","2020-04-12 06:00:00","25.000","109.000","1.900","15.900","0.840","1013.300","","1.000","-99.000","-99.000","-99.000","18.900","","15.900",""
"C0AC70","2020-04-12 06:00:00","71.000","92.000","0.600","14.800","0.910","1008.200","","9.000","-99.000","-99.000","-99.000","18.300","","14.800",""
"CM0130","2020-04-12 06:00:00","11.000","353.000","5.300","20.400","0.790","1012.500","","2.500","-99.000","-99.000","-99.000","22.600","","19.800",""
"C0W110","2020-04-12 06:00:00","16.000","32.000","7.500","14.100","0.890","1015.700","","0.000","-99.000","-99.000","-99.000","16.500","","14.100",""
"C0R670","2020-04-12 06:00:00","26.000","342.000","3.000","22.200","0.850","1009.900","","0.000","-99.000","-99.000","-99.000","24.200","","22.200",""
"C0X120","2020-04-12 06:00:00","28.000","348.000","3.000","19.200","0.920","1011.200","","0.500","-99.000","-99.000","-99.000","21.800","","19.200",""
"C0R100","2020-04-12 06:00:00","1006.000","306.000","0.300","15.800","0.990","901.600","","2.000","-99.000","-99.000","-99.000","17.100","","15.700",""
"C0R740","2020-04-12 06:00:00","58.000","231.000","0.500","21.900","0.850","1005.600","","0.000","-99.000","-99.000","-99.000","23.700","","21.900",""
"C0C700","2020-04-12 06:00:00","151.000","63.000","1.500","13.800","0.940","999.300","","4.500","-99.000","-99.000","-99.000","17.700","","13.800",""
"C0W130","2020-04-12 06:00:00","18.000","3.000","5.300","20.300","0.800","1010.700","","0.500","11.500","16.000","","20.500","","19.700",""
"C0F9R0","2020-04-12 06:00:00","20.000","46.000","3.700","17.500","1.000","1012.600","","1.500","10.300","37.000","","19.100","","17.500",""
"C0V660","2020-04-12 06:00:00","25.000","1.000","3.200","19.700","0.860","1010.000","","0.500","-99.000","-99.000","-99.000","22.500","","19.200",""
"C0G780","2020-04-12 06:00:00","27.000","7.000","3.100","18.600","0.920","1010.300","","1.500","-99.000","-99.000","-99.000","19.800","","18.600",""
"C0C590","2020-04-12 06:00:00","72.000","52.000","1.600","14.600","0.940","1007.400","","2.500","-99.000","-99.000","-99.000","17.700","","14.600",""
"C0M790","2020-04-12 06:00:00","15.000","19.000","1.800","18.300","0.920","1010.400","","3.000","-99.000","-99.000","-99.000","20.000","","18.300",""
"C0R130","2020-04-12 06:00:00","1040.000","289.000","0.300","16.400","0.990","895.700","","0.500","-99.000","-99.000","-99.000","17.600","","16.200",""
"C0AH30","2020-04-12 06:00:00","755.000","341.000","6.200","11.500","1.000","929.200","","20.500","12.100","352.000","","15.300","","11.500",""
"C0X170","2020-04-12 06:00:00","50.000","35.000","2.400","19.400","0.940","1006.500","","1.500","-99.000","-99.000","-99.000","22.200","","19.100",""
"C0K291","2020-04-12 06:00:00","8.000","4.000","3.400","18.800","0.930","1012.800","","2.000","-99.000","-99.000","-99.000","20.500","","18.700",""
"C0D480","2020-04-12 06:00:00","223.000","0.000","0.000","13.700","0.990","989.400","","3.500","-99.000","-99.000","-99.000","16.700","","13.700",""
"C0U860","2020-04-12 06:00:00","5.000","38.000","4.000","17.100","0.790","1015.200","","0.500","-99.000","-99.000","-99.000","19.200","","17.100",""
"C0UA50","2020-04-12 06:00:00","808.000","317.000","3.800","11.300","1.000","922.100","","3.000","9.800","296.000","","15.300","","11.300",""
"C0X320","2020-04-12 06:00:00","30.000","20.000","3.300","18.500","0.920","1009.000","","2.000","-99.000","-99.000","-99.000","21.200","","18.500",""
"C0T960","2020-04-12 06:00:00","120.000","27.000","1.200","18.000","0.990","999.700","","7.500","-99.000","-99.000","-99.000","19.800","","18.000",""
"C0SA80","2020-04-12 06:00:00","136.000","279.000","0.800","20.000","0.970","996.500","","0.000","-99.000","-99.000","-99.000","20.100","","19.500",""
"C0E780","2020-04-12 06:00:00","160.000","297.000","0.800","15.200","1.000","996.500","","0.500","-99.000","-99.000","-99.000","18.100","","15.200",""
"C0F9Q0","2020-04-12 06:00:00","149.000","3.000","3.200","16.400","0.940","995.700","","1.500","-99.000","-99.000","-99.000","18.400","","16.400",""
"C0F9X0","2020-04-12 06:00:00","166.000","29.000","5.200","16.000","0.990","-99.000","","1.000","-99.000","-99.000","-99.000","17.800","","16.000",""
"C0F0D0","2020-04-12 06:00:00","3171.000","164.000","2.800","3.600","1.000","694.500","","1.500","-99.000","-99.000","-99.000","4.900","","3.600",""
"C0S730","2020-04-12 06:00:00","110.000","47.000","12.600","21.500","0.890","998.700","","0.000","18.700","49.000","","23.500","","21.300",""
"C0T790","2020-04-12 06:00:00","2830.000","284.000","0.900","6.300","1.000","723.700","","13.000","8.600","272.000","","7.200","","6.200",""
"C0V750","2020-04-12 06:00:00","50.000","358.000","3.000","20.100","0.880","1008.100","","1.500","9.200","334.000","","22.900","","19.600",""
"C0K530","2020-04-12 06:00:00","12.000","24.000","4.200","19.300","0.870","1012.300","","2.000","-99.000","-99.000","-99.000","20.200","","18.900",""
"C0M780","2020-04-12 06:00:00","30.000","20.000","1.400","18.300","0.970","1010.000","","3.000","-99.000","-99.000","-99.000","20.700","","18.300",""
"C0V360","2020-04-12 06:00:00","94.000","29.000","0.600","17.700","0.980","1001.600","","0.500","-99.000","-99.000","-99.000","20.700","","17.700",""
"C0K510","2020-04-12 06:00:00","10.000","10.000","2.700","18.400","0.910","1011.500","","3.000","-99.000","-99.000","-99.000","20.100","","18.400",""
"C0D650","2020-04-12 06:00:00","97.000","56.000","3.100","14.700","0.930","1005.000","","1.000","-99.000","-99.000","-99.000","18.000","","14.700",""
"C0V630","2020-04-12 06:00:00","19.000","5.000","4.100","19.800","0.840","1010.400","","2.500","-99.000","-99.000","-99.000","22.700","","19.200",""
"C0U910","2020-04-12 06:00:00","17.000","35.000","3.600","17.400","0.780","1013.200","","1.500","-99.000","-99.000","-99.000","19.900","","17.400",""
"C0U600","2020-04-12 06:00:00","10.000","30.000","2.300","16.700","0.780","1013.800","","0.500","-99.000","-99.000","-99.000","19.800","","16.700",""
"C0G820","2020-04-12 06:00:00","29.000","356.000","0.300","18.400","0.970","1009.400","","2.000","-99.000","-99.000","-99.000","19.900","","18.400",""
"C0R590","2020-04-12 06:00:00","72.000","343.000","4.200","19.300","0.990","1003.700","","0.500","-99.000","-99.000","-99.000","22.600","","19.300",""
"C0A9E0","2020-04-12 06:00:00","26.000","202.000","1.200","15.000","0.910","1014.000","","5.000","-99.000","-99.000","-99.000","18.700","","15.000",""
"C0R480","2020-04-12 06:00:00","57.000","355.000","2.400","19.600","0.930","1004.900","","0.000","-99.000","-99.000","-99.000","22.900","","19.600",""
"C0X300","2020-04-12 06:00:00","70.000","0.000","0.200","17.900","0.970","1005.000","","4.000","-99.000","-99.000","-99.000","20.700","","17.200",""
"C0U970","2020-04-12 06:00:00","7.000","24.000","2.500","17.100","0.720","1015.800","","0.500","-99.000","-99.000","-99.000","20.100","","17.100",""
"C0SA90","2020-04-12 06:00:00","497.000","0.000","0.100","19.000","0.970","955.300","","0.000","-99.000","-99.000","-99.000","21.200","","19.000",""
"C0R750","2020-04-12 06:00:00","551.000","288.000","3.000","18.700","0.950","949.500","","0.000","10.900","269.000","","19.300","","18.500",""
"C0R340","2020-04-12 06:00:00","230.000","30.000","1.000","20.800","0.870","984.700","","0.000","-99.000","-99.000","-99.000","22.800","","20.800",""
"C0M750","2020-04-12 06:00:00","10.000","21.000","3.400","19.000","0.910","1012.000","","1.500","-99.000","-99.000","-99.000","21.300","","19.000",""
"C0I110","2020-04-12 06:00:00","161.000","50.000","0.600","18.900","0.910","995.400","","5.500","-99.000","-99.000","-99.000","20.600","","18.800",""
"C0V370","2020-04-12 06:00:00","74.000","337.000","0.500","18.000","1.000","1004.800","","1.500","-99.000","-99.000","-99.000","21.500","","17.900",""
"C0C690","2020-04-12 06:00:00","242.000","61.000","3.300","13.000","0.870","987.800","","4.500","9.400","57.000","","16.900","","13.000",""
"C0A540","2020-04-12 06:00:00","401.000","353.000","1.300","12.400","0.990","968.400","","6.500","-99.000","-99.000","-99.000","15.600","","12.400",""
"C0SA60","2020-04-12 06:00:00","6.000","36.000","0.800","21.800","0.870","1010.800","","0.000","-99.000","-99.000","-99.000","22.200","","21.100",""
"C0H950","2020-04-12 06:00:00","192.000","290.000","0.600","17.500","0.990","991.200","","8.500","-99.000","-99.000","-99.000","19.500","","17.400",""
"C0O960","2020-04-12 06:00:00","112.000","352.000","2.400","17.800","0.960","999.100","","1.500","-99.000","-99.000","-99.000","20.800","","17.700",""
"C0E880","2020-04-12 06:00:00","507.000","58.000","5.400","13.100","0.990","955.900","","1.000","-99.000","-99.000","-99.000","16.000","","13.100",""
"C0AH10","2020-04-12 06:00:00","30.000","94.000","0.800","15.100","1.000","1012.800","","11.000","-99.000","-99.000","-99.000","18.900","","15.100",""
"C0R820","2020-04-12 06:00:00","588.000","54.000","0.600","19.300","0.820","946.800","","0.000","-99.000","-99.000","-99.000","20.000","","18.600",""
"C0R680","2020-04-12 06:00:00","13.000","356.000","1.600","24.000","0.720","1009.800","","0.000","8.100","281.000","","24.500","","23.100",""
"C0X210","2020-04-12 06:00:00","38.000","34.000","2.700","18.600","0.960","1007.000","","5.000","-99.000","-99.000","-99.000","21.300","","18.600",""
"C0D430","2020-04-12 06:00:00","87.000","71.000","0.600","15.300","0.950","1004.800","","3.000","-99.000","-99.000","-99.000","17.900","","15.200",""
"C0AD30","2020-04-12 06:00:00","20.000","327.000","0.300","16.000","0.820","1011.900","","2.000","-99.000","-99.000","-99.000","19.300","","16.000",""
"C0R240","2020-04-12 06:00:00","87.000","360.000","1.100","20.100","0.930","1001.400","","0.000","-99.000","-99.000","-99.000","22.400","","20.100",""
"C0AI30","2020-04-12 06:00:00","26.000","171.000","1.900","15.400","0.990","1014.500","","11.000","-99.000","-99.000","-99.000","18.800","","15.400",""
"C0U960","2020-04-12 06:00:00","1885.000","31.000","3.700","8.000","0.990","811.300","","1.500","-99.000","-99.000","-99.000","10.600","","8.000",""
"C0T9E0","2020-04-12 06:00:00","415.000","38.000","2.100","15.700","0.960","967.000","","8.500","-99.000","-99.000","-99.000","18.800","","15.700",""
"C0D550","2020-04-12 06:00:00","1956.000","326.000","0.300","8.400","0.970","808.800","","6.000","-99.000","-99.000","-99.000","9.600","","8.000",""
"C0C630","2020-04-12 06:00:00","209.000","10.000","2.300","13.600","0.930","992.200","","3.500","-99.000","-99.000","-99.000","17.100","","13.600",""
"C0Z220","2020-04-12 06:00:00","589.000","100.000","0.700","15.800","1.000","946.300","","1.000","-99.000","-99.000","-99.000","16.600","","15.800",""
"C0R220","2020-04-12 06:00:00","23.000","321.000","1.200","20.700","1.000","1009.800","","0.000","-99.000","-99.000","-99.000","23.500","","20.700",""
